building_index,feature_id,name,address,function,height,year_of_construction,opening_embodied_emissions_kgco2e,envelope_embodied_emissions_kgco2e,component_embodied_emissions_kgco2e,opening_end_of_life_emissions_kgco2e,envelope_end_of_life_emissions_kgco2e,component_end_of_life_emissions_kgco2e,total_embodied_emissions_kgco2e,total_end_of_life_emissions_kgco2e,total_lca_emissions_kgco2e
34,100033,01036931,rue Mackay  (MTL) 1440 Ã  1448,1000,59.0,1965,154704.83665739556,10014071.773055186,10168776.609712582,497593.32612410816,206633.47613654681,704226.802260655,10168776.609712582,704226.802260655,10873003.411973238
35,100034,05057554,7e Avenue  (LCH) 465 Ã  467,1000,11.0,1920,14678.346396072615,1040183.2127700739,1054861.5591661464,52466.4669387437,21594.81202036384,74061.27895910754,1054861.5591661464,74061.27895910754,1128922.838125254
36,100035,01045637,rue Saint-Jacques  (MTL) 4351 Ã  4383,1000,12.0,1882,10178.674703468252,709680.7528257422,719859.4275292105,36382.78355064798,14722.363461135099,51105.14701178308,719859.4275292105,51105.14701178308,770964.5745409935
37,100036,02083659,rue d' Amiens  (MTN) 4939 Ã  4941,1000,9.0,1963,11349.465326735215,829936.6315469864,841286.0968737216,36504.4708599965,17272.985143370497,53777.456003367,841286.0968737216,53777.456003367,895063.5528770885
38,100037,01003506,rue Saint-Christophe  (MTL) 1744 Ã  1746,1000,26.0,1875,24478.322796471206,1565250.3176224951,1589728.6404189663,87495.62648695782,32267.045469944027,119762.67195690185,1589728.6404189663,119762.67195690185,1709491.3123758682
39,100038,02103800,3e Rue  (RDP) 9745,1000,9.0,1953,10071.045231269232,764195.7335684007,774266.7787996699,32392.554767188234,15945.07083531295,48337.62560250118,774266.7787996699,48337.62560250118,822604.4044021711
40,100039,05083866,avenue Lafleur  (LSL) 460 Ã  466,1000,9.0,1956,30101.802211468726,2662620.3886409975,2692722.190852466,96819.57079277083,56038.94361020028,152858.5144029711,2692722.190852466,152858.5144029711,2845580.705255437
41,100040,01047875,rue Notre-Dame Ouest  (MTL+MTO) 2461 Ã  2483,1000,14.0,1927,33847.26113108132,2809696.522344688,2843543.783475769,120984.0781231361,58937.31561375358,179921.39373688967,2843543.783475769,179921.39373688967,3023465.177212659
42,100041,03075658,rue du FrÃ¨re-AndrÃ©  (MTL) 3715 Ã  3719,1000,16.0,1930,30540.686045275535,2241106.372611793,2271647.0586570688,109165.01433088761,46643.48498690117,155808.49931778878,2271647.0586570688,155808.49931778878,2427455.5579748577
43,100042,03075656,rue du FrÃ¨re-AndrÃ©  (MTL) 3721 Ã  3725,1000,33.0,1930,63639.20521314535,4226914.02785166,4290553.233064805,227472.7797142592,87351.43252179273,314824.2122360519,4290553.233064805,314824.2122360519,4605377.445300857
44,100043,03075652,rue du FrÃ¨re-AndrÃ©  (MTL) 3737,1000,16.0,1929,29051.480685206887,2100492.764923499,2129544.245608706,103841.97986360274,43672.35702627815,147514.33688988088,2129544.245608706,147514.33688988088,2277058.5824985867
45,100044,01091136,rue Notre-Dame Ouest  (MTL+MTO) 29 Ã  35,1000,21.0,1896,37359.1747831694,2640831.2023978205,2678190.37718099,133537.10668283154,54817.17844950342,188354.28513233498,2678190.37718099,188354.28513233498,2866544.662313325
46,100045,01058603,rue Clark  (MTL) 3524 Ã  3526,1000,16.0,1900,19683.670321513087,1321183.5476700333,1340867.2179915465,70357.56006092881,27341.244446235705,97698.80450716452,1340867.2179915465,97698.80450716452,1438566.022498711
47,100046,01036489,avenue du MusÃ©e  (MTL) 3443,1000,16.0,1925,15365.24660610452,1036882.2880884932,1052247.5346945976,54921.731734068184,21461.390359277688,76383.12209334587,1052247.5346945976,76383.12209334587,1128630.6567879436
48,100047,01036493,avenue du MusÃ©e  (MTL) 3439,1000,12.0,1925,11529.395988946188,807228.1595313182,818757.5555202644,41210.8187908401,16752.2192465645,57963.0380374046,818757.5555202644,57963.0380374046,876720.5935576691
49,100048,01047233,rue Galt  (MTL+VRD) 22 Ã  24,1000,12.0,1904,17879.691672894838,1251651.8085107994,1269531.5001836943,63909.39597132445,25982.249398403714,89891.64536972815,1269531.5001836943,89891.64536972815,1359423.1455534224
50,100049,01041076,rue des Seigneurs  (MTL) 578,1000,10.0,1983,8079.833683368615,117985.88584490585,126065.71952827447,25988.01306995076,2317.3328548857653,28305.345924836525,126065.71952827447,28305.345924836525,154371.065453111
51,100050,01041214,rue Workman  (MTL) 1889,1000,10.0,1983,8192.137671695038,119633.17791940965,127825.31559110468,26349.228118528084,2347.7023690573865,28696.930487585472,127825.31559110468,28696.930487585472,156522.24607869016
52,100051,01041068,rue des Seigneurs  (MTL) 614,1000,10.0,1983,7877.856164615901,113267.0182334511,121144.87439806701,25338.371678447096,2220.17643434469,27558.548112791785,121144.87439806701,27558.548112791785,148703.4225108588
53,100052,04079592,rue Saint-Georges  (SAB) 19 Ã  21,1000,19.0,1925,12088.510939337071,777895.8561119307,789984.3670512678,43209.32633849475,16043.290247072433,59252.616585567186,789984.3670512678,59252.616585567186,849236.9836368349
54,100053,03050049,rue SauvÃ© Est  (MTL) 730 Ã  734,1000,12.0,1959,12790.836312108571,916239.7142680233,929030.5505801318,41140.50292135367,19038.591999372857,60179.09492072652,929030.5505801318,60179.09492072652,989209.6455008583
55,100054,01039296,rue Belvedere Circle  (MTL) 57,1000,16.0,1927,19457.301279163337,1348268.7401188188,1367726.0413979823,69548.42369393476,27948.508881660007,97496.93257559476,1367726.0413979823,97496.93257559476,1465222.9739735771
56,100055,01040007,rue Saint-TimothÃ©e  (MTL) 1827,1000,10.0,1984,9339.62424897009,134983.84986376407,144323.47411273417,30040.009059873435,2648.3132020826515,32688.322261956087,144323.47411273417,32688.322261956087,177011.79637469025
57,100056,05104792,boulevard Shaughnessy  (MTL) 3215,1000,12.0,1957,14112.962188185622,1030823.8971371163,1044936.859325302,45392.994481710324,21448.510168069322,66841.50464977964,1044936.859325302,66841.50464977964,1111778.3639750816
58,100057,05095233,rue Maurice-SÃ©guin  (MTL) 12329,1000,11.0,2006,17683.38384942159,337639.54704981315,355322.9308992347,56876.91462581293,6836.178320447185,63713.09294626012,355322.9308992347,63713.09294626012,419036.02384549484
59,100058,02155407,3e Rue  (RDP) 9480,1000,11.0,1948,9706.375111174257,685415.3456314325,695121.7207426068,34694.58991659495,14228.350958524257,48922.94087511921,695121.7207426068,48922.94087511921,744044.661617726
60,100059,01015625,rue Mazarin  (MTL) 6629,1000,10.0,1926,8795.130628014875,618446.0641411432,627241.1947691581,31437.426114984002,12846.063724313795,44283.4898392978,627241.1947691581,44283.4898392978,671524.684608456
61,100060,03043478,avenue de l' Esplanade  (MTL) 8633 Ã  8637,1000,8.0,1950,4078.618059617639,278800.981290351,282879.59934996866,14578.663958901247,5774.027323225005,20352.691282126252,282879.59934996866,20352.691282126252,303232.2906320949
62,100061,04068110,boulevard Pine Beach  (DVL) 290,1000,8.0,1926,5600.296143500438,386715.46497767494,392315.76112117537,20017.76934074515,7991.180802408047,28008.950143153197,392315.76112117537,28008.950143153197,420324.71126432857
63,100062,01035413,rue Ontario Est  (MTE+MTL) 1351,1000,12.0,2022,15494.0224531722,178050.4142489518,193544.436702124,43817.07396379933,3438.6006859449767,47255.67464974431,193544.436702124,47255.67464974431,240800.1113518683
64,100063,05279934,rue Acres  (BCF) 180,1000,6.0,2021,4803.902306440801,85230.54337794181,90034.4456843826,13585.429046095584,1734.2945466430642,15319.723592738648,90034.4456843826,15319.723592738648,105354.16927712125
65,100064,03078194,rue Durocher  (MTL) 7929 Ã  7931,1000,9.0,1914,13153.283762528456,996234.7114835354,1009387.9952460638,47015.26377979883,20787.416257537465,67802.6800373363,1009387.9952460638,67802.6800373363,1077190.6752834
66,100065,05225321,avenue de l' HÃ´tel-de-Ville  (MTL) 1248,1000,21.0,2013,167919.53780824467,3409353.093402396,3577272.6312106405,496032.0807545677,69923.79154512555,565955.8722996933,3577272.6312106405,565955.8722996933,4143228.5035103336
67,100066,02023079,10e Avenue  (MTL) 8273 Ã  8275,1000,9.0,1960,10531.039526871087,777277.1719931198,787808.2115199908,33872.08246969657,16189.579700854043,50061.66217055061,787808.2115199908,50061.66217055061,837869.8736905414
68,100067,01131670,rue De Champlain  (MTL) 1726,1000,12.0,1918,21032.088866771493,1559210.6323186706,1580242.721185442,75177.36435736633,32487.27738902684,107664.64174639317,1580242.721185442,107664.64174639317,1687907.3629318352
69,100068,01094845,rue Beatty  (VRD) 458 Ã  460,1000,8.0,1927,11415.95102229704,874231.0922047338,885647.0432270308,40805.31966774698,18255.876923682714,59061.196591429696,885647.0432270308,59061.196591429696,944708.2398184604
70,100069,04076422,avenue Kirkwood  (BCF) 93,1000,16.0,2017,17022.13349755166,188384.88296904264,205407.0164665943,48138.56987351803,3620.9857234611172,51759.555596979146,205407.0164665943,51759.555596979146,257166.57206357346
71,100070,01002352,rue du Souvenir  (MTL) 2180,1000,28.0,1900,36945.91953728587,2461760.363046567,2498706.2825838528,132059.96190709493,50886.025256003115,182945.98716309803,2498706.2825838528,182945.98716309803,2681652.269746951
72,100071,05282490,avenue Curotte  (MTL) 10582,1000,20.0,2020,25468.76532595012,230307.58184830553,255776.34717425564,72025.63294500223,4275.346908783712,76300.97985378595,255776.34717425564,76300.97985378595,332077.3270280416
73,100072,05057115,rue Saint-Antoine  (LCH) 1190,1000,14.0,1957,32036.837142889744,2466566.7196746203,2498603.55681751,103043.42577039149,51520.337412647204,154563.76318303868,2498603.55681751,154563.76318303868,2653167.320000549
74,100073,01043518,rue de Rushbrooke  (VRD) 3006 Ã  3008,1000,14.0,1953,13742.136247206603,933080.843135476,946822.9793826826,44200.2682724226,19312.121212738115,63512.38948516072,946822.9793826826,63512.38948516072,1010335.3688678433
75,100074,05011879,rue Dowd  (MTL) 395,1000,24.0,1910,75146.10177193824,5384107.891986219,5459253.993758158,268603.1762574955,111846.81713083317,380449.99338832864,5459253.993758158,380449.99338832864,5839703.9871464865
76,100075,01003590,rue Simpson  (MTL) 3440,1000,18.0,1910,33747.589647131375,2284300.3385028853,2318047.928150017,120627.81111074338,47275.092303031655,167902.90341377503,2318047.928150017,167902.90341377503,2485950.8315637917
77,100076,04035741,boulevard DÃ©carie  (SLR) 675 Ã  677,1000,9.0,1912,12125.972105656223,933733.2451452134,945859.2172508696,43343.22800501329,19501.856181416162,62845.08418642945,945859.2172508696,62845.08418642945,1008704.301437299
78,100077,04068466,place Kennedy  (DVL) 1555,1000,35.0,1957,27372.005285809428,1708196.062030273,1735568.0673160825,88039.43979473173,35121.78760524113,123161.22739997286,1735568.0673160825,123161.22739997286,1858729.2947160555
79,100078,01036518,place De Richelieu  (MTL) 12,1000,12.0,1925,11076.509310706262,776827.9530302063,787904.4623409125,39592.014922222435,16117.718156687992,55709.73307891043,787904.4623409125,55709.73307891043,843614.1954198229
80,100079,01036505,place De Richelieu  (MTL) 5,1000,74.0,1925,70718.55288250935,4361483.47369893,4432202.026581439,252777.2895289301,89617.26565502315,342394.55518395326,4432202.026581439,342394.55518395326,4774596.581765393
81,100080,01036499,place De Richelieu  (MTL) 2,1000,12.0,1925,11456.079104876293,807160.6479865585,818616.7270914348,40948.75399346386,16751.83924014193,57700.59323360579,818616.7270914348,57700.59323360579,876317.3203250405
82,100081,01036535,place De Richelieu  (MTL) 30,1000,14.0,1925,13640.636386690094,937489.489605977,951130.125992667,48757.26316127739,19429.780177323646,68187.04333860104,951130.125992667,68187.04333860104,1019317.169331268
83,100082,02063426,rue DÃ©zÃ©ry  (MTL) 1611 Ã  1615,1000,13.0,1930,17725.66128084786,1258255.2247589654,1275980.8860398133,63358.82779056149,26141.93357474748,89500.76136530896,1275980.8860398133,89500.76136530896,1365481.6474051222
84,100083,02057709,rue De Forbin-Janson  (MTL) 8477 Ã  8481,1000,17.0,1961,17535.608008315,1187291.934630348,1204827.5426386632,56401.60775186007,24570.885859403505,80972.49361126358,1204827.5426386632,80972.49361126358,1285800.0362499268
85,100084,01035986,rue Sainte-Marguerite  (MTL) 533 Ã  535,1000,8.0,1910,8741.414852011716,639004.9736788003,647746.388530812,31245.423766101383,13302.140852730301,44547.56461883168,647746.388530812,44547.56461883168,692293.9531496437
86,100085,01013759,rue Hamilton  (MTL) 6332 Ã  6340,1000,15.0,1925,16229.558927941369,1131792.5715074122,1148022.1304353536,58011.14062487724,23477.32146352645,81488.46208840368,1148022.1304353536,81488.46208840368,1229510.5925237574
87,100086,02082724,boulevard Gouin Est  (MTL+MTN) 4847,1000,11.0,2021,24857.05031765064,536821.1629704136,561678.2132880642,70295.70375169993,11096.812446908487,81392.51619860841,561678.2132880642,81392.51619860841,643070.7294866727
88,100087,03035566,avenue Grey  (MTL+WMT) 3793,1000,10.0,1923,10704.51182267987,770668.957753008,781373.4695756879,38262.34239779866,16025.728768357114,54288.07116615577,781373.4695756879,54288.07116615577,835661.5407418436
89,100088,01104616,rue Lucien-L'Allier  (MTL) 750,1000,13.0,1988,15693.294018419972,256241.48456143175,271934.7785798517,50475.98082380876,5102.538938375987,55578.51976218475,271934.7785798517,55578.51976218475,327513.2983420365
90,100089,03037265,boulevard DÃ©carie  (CSL+MTL+MTR) 6401 Ã  6407,1000,10.0,2022,18083.35913395521,399989.5003542443,418072.8594881995,51139.7144983636,8288.732689480954,59428.447187844555,418072.8594881995,59428.447187844555,477501.30667604407
91,100090,03019144,boulevard Saint-Laurent  (MTL) 10231 Ã  10233,1000,19.0,1958,68367.04112342345,5064964.467131287,5133331.508254711,219896.05577235649,105501.61133030547,325397.667102662,5133331.508254711,325397.667102662,5458729.1753573725
92,100091,02014772,rue D'Iberville  (MTL) 7930 Ã  7932,1000,8.0,1969,9595.169799328298,733950.2204259938,743545.3902253221,30861.94690697873,15324.180385398844,46186.127292377576,743545.3902253221,46186.127292377576,789731.5175176996
93,100092,04057584,rue Closse  (IBZ) 480,1000,9.0,1977,6637.427717962531,467880.13595885533,474517.56367681787,21348.652094203542,9710.58754781322,31059.239642016764,474517.56367681787,31059.239642016764,505576.80331883463
94,100093,01032895,avenue Papineau  (MTL) 4039 Ã  4047,1000,13.0,1910,18887.36993096935,1334819.417222226,1353706.7871531954,67511.2538772193,27721.32368576118,95232.57756298047,1353706.7871531954,95232.57756298047,1448939.364716176
95,100094,01105238,avenue Papineau  (MTL) 4027,1000,15.0,1900,32091.938034675102,2271016.5581207504,2303108.4961554254,114709.82905451818,47168.266158465194,161878.09521298337,2303108.4961554254,161878.09521298337,2464986.591368409
96,100095,05055613,rue Notre-Dame  (LCH) 1140 Ã  1150,1000,10.0,1946,22674.367158180485,1995083.1437653096,2017757.5109234902,81047.54464575907,41998.87326257582,123046.4179083349,2017757.5109234902,123046.4179083349,2140803.928831825
97,100096,01006133,De Casson Road  (WMT) 1,1000,12.0,1927,12264.633726120072,865062.0401549345,877326.6738810546,43838.86185431976,17962.76634600584,61801.6282003256,877326.6738810546,61801.6282003256,939128.3020813803
98,100097,05204559,rue Rivard  (MTL) 5331,1000,13.0,2011,19231.168890994828,312018.48747142643,331249.6563624212,56808.61706060693,6267.484293681248,63076.10135428818,331249.6563624212,63076.10135428818,394325.7577167094
99,100098,05030127,avenue BourbonniÃ¨re  (MTL) 1511 Ã  1519,1000,11.0,1912,12305.541435524141,894503.2392591089,906808.780694633,43985.08288801621,18611.569906226054,62596.65279424226,906808.780694633,62596.65279424226,969405.4334888753
100,100099,04075387,1re Nord Avenue  (ROX) 97,1000,12.0,2022,14863.065584740725,210576.53391695395,225439.59950169467,42032.728816786264,4186.156477284479,46218.885294070744,225439.59950169467,46218.885294070744,271658.4847957654
,TOTAL,,,,,,2084692.7114718833,119448211.73892349,121532904.45039532,6941461.1257906025,2474564.0646843393,9416025.190474944,121532904.45039532,9416025.190474944,130948929.64087024
